Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
RUNX1,"Adipocyte,Blood,Breast,Digestive tract,Epidermis,Gonad,Kidney,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Adipocyte.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Gonad.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Adipocyte.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Gonad.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
RUNX1T1,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1T1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1T1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX1T1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX1T1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
RUNX2,"Blood,Bone,Breast,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX2.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX2.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX2.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
RUNX3,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUNX3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUNX3.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
RUVBL1,Liver,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUVBL1.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml
RUVBL2,Liver,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RUVBL2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RUVBL2.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml
RXRA,"Blood,Breast,Digestive tract,Liver,Neural,Others,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RXRA.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RXRA.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RXRA.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RXRA.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
RYBP,"Kidney,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RYBP.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RYBP.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RYBP.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RYBP.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RYBP.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SAFB,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAFB.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
SAFB2,"Blood,Liver",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAFB2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAFB2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAFB2.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml"
SAG,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAG.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAG.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAG.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAG.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
SALL3,Pluripotent stem cell,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SALL3.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml
SALL4,"Digestive tract,Liver,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL4.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL4.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SALL4.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SALL4.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SALL4.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SALL4.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SAP30,"Blood,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAP30.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAP30.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SAP30.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAP30.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SAP30.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SATB1,"Breast,Liver,Neural",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SATB1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SATB1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SATB1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SATB1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SATB1.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SATB1.Neural.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml"
SCML2,"Blood,Kidney",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SCML2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SCML2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SCML2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SCML2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SCML2.Kidney.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml"
SETD1A,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETD1A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETD1A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETD1A.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SETD1A.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
SETDB1,"Blood,Bone,Epidermis",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETDB1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETDB1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETDB1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SETDB1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SETDB1.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SETDB1.Epidermis.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml"
SETX,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETX.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETX.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SETX.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SETX.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
SF3B1,Uterus,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SF3B1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SF3B1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SF3B1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SF3B1.Uterus.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml
SFMBT1,Uterus,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFMBT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFMBT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFMBT1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SFMBT1.Uterus.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml
SFPQ,"Blood,Breast,Liver,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFPQ.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFPQ.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SFPQ.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SFPQ.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SFPQ.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SFPQ.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SFPQ.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
SIN3A,"Blood,Breast,Cardiovascular,Digestive tract,Liver,Lung,Neural,Pancreas,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIN3A.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIN3A.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIN3A.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIN3A.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pancreas.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SIPA1,Breast,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIPA1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIPA1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIPA1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIPA1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml
SIRT1,"Blood,Digestive tract",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT1.Digestive_tract.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml"
SIRT3,Bone,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT3.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT3.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT3.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT3.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml
SIRT6,"Blood,Epidermis,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT6.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT6.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT6.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT6.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT6.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT6.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SIRT7,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIRT7.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIRT7.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
SIX1,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX1.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
SIX2,"Breast,Kidney",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX2.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX2.Kidney.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml"
SIX5,"Blood,Lung,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SIX5.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX5.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX5.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SIX5.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SKI,"Blood,Digestive tract",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKI.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKI.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKI.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SKI.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SKI.Digestive_tract.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml"
SKP2,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKP2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKP2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SKP2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SKP2.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
SLBP,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SLBP.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SLBP.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SLBP.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SLBP.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
SMAD1,"Blood,Breast,Epidermis,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD1.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD1.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
SMAD2,"Blood,Cardiovascular,Pancreas,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/SMAD2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD2.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD2.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/SMAD2.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pancreas.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
