Antigen,Cell type class in Colocalization,Recorded (+) or not (-) in Target Genes,Genome assembly,Target Genes (TSS }1k),Target Genes (TSS }5k),Target Genes (TSS }10k),Colocalization (TSV),Colocalization (GML)
RAD51,"Bone,Breast",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAD51.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAD51.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAD51.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RAD51.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RAD51.Breast.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml"
RAG1,"Blood,Others",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RAG1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RAG1.Others.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml"
RAG2,Others,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RAG2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RAG2.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml
RARA,"Blood,Neural,Others,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARA.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARA.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARA.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RARA.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RARA.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RARA.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RARA.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
RARB,Breast,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARB.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARB.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RARB.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RARB.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml
RB1,"Breast,Lung,Prostate,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RB1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RB1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RB1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RB1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RB1.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RB1.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RB1.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RBBP5,"Blood,Kidney,Pluripotent stem cell",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP5.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBBP5.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBBP5.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBBP5.Pluripotent_stem_cell.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml"
RBBP7,Kidney,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBBP7.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBBP7.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml
RBFOX2,"Blood,Liver",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBFOX2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBFOX2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBFOX2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBFOX2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBFOX2.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml"
RBL1,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBL1.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
RBL2,Lung,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBL2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBL2.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml
RBM22,"Blood,Liver",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM22.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM22.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM22.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM22.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM22.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml"
RBM25,"Blood,Liver",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM25.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM25.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM25.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM25.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM25.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml"
RBM39,"Blood,Liver",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM39.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM39.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBM39.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM39.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBM39.Liver.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml"
RBP1,"Blood,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBP1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBP1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBP1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBP1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBP1.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RBPJ,"Blood,Breast,Cardiovascular,Digestive tract,Epidermis,Neural,Others",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBPJ.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBPJ.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RBPJ.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RBPJ.Others.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml"
RCOR1,"Blood,Digestive tract,Liver,Lung,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR1.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR1.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR1.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR1.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR1.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RCOR2,Epidermis,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RCOR2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RCOR2.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml
REL,Blood,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REL.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REL.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REL.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REL.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml
RELA,"Adipocyte,Blood,Bone,Breast,Cardiovascular,Digestive tract,Kidney,Liver,Lung,Others,Prostate,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELA.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELA.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELA.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Adipocyte.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Bone.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Cardiovascular.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELA.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Adipocyte.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Bone.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Cardiovascular.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RELB,"Blood,Digestive tract,Placenta",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELB.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELB.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RELB.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELB.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELB.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RELB.Placenta.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Placenta.gml"
REST,"Blood,Breast,Digestive tract,Liver,Lung,Neural,Others,Pancreas,Pluripotent stem cell,Prostate,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REST.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REST.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/REST.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Pancreas.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Prostate.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/REST.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pancreas.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RFX2,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX2.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
RFX5,"Blood,Digestive tract,Kidney,Liver,Lung,Neural,Pluripotent stem cell,Uterus",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX5.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX5.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX5.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Liver.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Lung.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Neural.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX5.Uterus.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Liver.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Lung.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Neural.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml"
RFX7,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX7.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX7.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RFX7.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RFX7.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
RING1,"Breast,Epidermis,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RING1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RING1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RING1.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RING1.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RING1.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RING1.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
RLF,Digestive tract,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RLF.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RLF.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RLF.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RLF.Digestive_tract.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Digestive_tract.gml
RNF2,"Blood,Breast,Epidermis,Kidney,Others,Pluripotent stem cell,Prostate",+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RNF2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RNF2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RNF2.10.tsv,"http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Blood.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Epidermis.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Kidney.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Others.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Pluripotent_stem_cell.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RNF2.Prostate.tsv","http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Blood.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Epidermis.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Kidney.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Others.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Pluripotent_stem_cell.gml,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Prostate.gml"
RORC,Breast,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RORC.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RORC.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RORC.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RORC.Breast.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Breast.gml
RPA1,Uterus,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA1.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA1.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA1.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RPA1.Uterus.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml
RPA2,Uterus,+,hg19,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA2.1.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA2.5.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/target/RPA2.10.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/RPA2.Uterus.tsv,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/colo/Uterus.gml
