Antigen	Genes
Myb	['Gde1', 'Ccp110', 'Erlin2', 'Urb2', 'Taf5l', 'Rbm43', 'Mmachc', 'Ccdc163', 'Idh3a', 'Kif1bp', 'Tab1', 'Bex6', 'Abcb4', 'Cnot6l', 'Kdm4d', 'Cwc15', 'Ces2g', 'Zbed4', 'Zfp35', 'Hmbs', 'H2ax', 'Dpagt1', 'Trcg1', 'Cmtm7', 'Car1', 'Bloc1s5', 'Mfsd14b', 'Popdc2', 'Gcnt2', 'Atg12', 'Ap3s1', 'Tbc1d31', 'Slc22a3', 'Cbfa2t3', 'Rsbn1', 'Mpzl2', 'Tfr2', 'Apbb1ip', 'Slc26a1', 'Nxt1', 'Gzf1', 'Nxpe5', 'Txndc11', 'Zzef1', 'Cyb5d2', 'Med26', 'Rdh11', 'Ripor1', 'Tagap1', 'Ndst2', 'Snx27', 'Ifi47', 'Ndufaf3', 'Impdh2', 'Dalrd3', 'Nap1l4', 'Mettl7a1', 'Rnf139', 'Mst1r', 'Cwf19l1', 'Bloc1s2', 'Caprin1', 'Shbg', 'Atp1b2', 'Yipf2', 'Timm29', 'Map11', 'Lamtor4', 'Zfp91', 'Lpxn', 'Casp3', 'Calm3', 'Ear3', 'Ear2', 'Ear12', 'Fgfr1op', 'Tbc1d25', 'Ppp6r1', 'Gm16381', 'Car5a', 'Banp', 'Tesmin', 'Rictor', 'Olfr1404', 'Aldh3a2', 'Ino80c', 'Elf1', 'Ccdc61', 'Glg1', 'E030018B13Rik', 'Vwa7', 'Sapcd1', 'Brox', 'Aida', 'Trim56', 'Thegl', 'Arl9', 'Rad23a', 'Calr', 'Ramp1']
Mybl1	['Greb1', 'Phactr3', 'Olfr855', 'Olfr854', 'Mgst3', 'Cd300c', 'Apba1', 'Prl3c1', 'Olfr346', 'Abhd6', 'Cldn34d', 'Clec14a', 'Acacb', 'Nmnat3', 'Wwox', 'Malt1', 'Olfr806', 'Olfr530', 'Rps29', 'Lrr1', 'Npffr2', 'Ang4', 'Taf12', 'Gmeb1', 'Zscan2', 'Wasf3', 'Fam227b', 'Dtwd1', 'Zfp949', 'Setd4', 'Cbr1', 'Aida', 'Brox', 'Nemf', 'Gbgt1', 'Dnajc12', 'Zfp128']
Myc	['Ppp1r15b', 'Fnip2', 'Lsm12', 'G6pc3', 'Adh5', 'Txndc11', 'Igsf8', 'Hdgf', 'Amotl2', 'Gal3st4', 'Stag3', 'Gpc2', 'Ttc25', 'Cdk7', 'Uspl1', 'Pemt', 'Ppan', 'Angptl6', 'Shfl', 'Myo1g', 'Cldn11', 'Trmt10a', 'Mttp', 'Gpi1', 'Ccdc126', 'Pms2', 'Aimp2', 'Cand1', 'Spout1', 'Endog', 'Ndufv3', 'Wdr4', 'Xpot', 'Tomm20', 'Sil1', 'Ipo8', 'Ank2', 'Wars2', 'Tbl1x', 'Rnmt', 'Fam210a', 'Dhx33', 'Aoc2', 'Psme3', 'Cox5a', 'Usp36', 'Safb2', 'Safb', 'Bcar1', 'Pbrm1', 'Bicd1', 'Eif4a1', 'Cd68', 'Senp3', 'Mpdu1', 'Iars', 'Caprin2', 'Triobp', 'Slc25a39', 'Mettl1', 'Eef1akmt3', 'Cyp27b1', 'Zar1l', 'Brca2', 'Zfp661', 'Mrps5', 'Larp1', 'Yipf3', 'Polr1c', 'Lrrc73', 'Tbrg4', 'Nop58', 'Mrm1', 'Dhrs11', 'Golim4', 'Atic', 'Tgfbr3l', 'Map2k7', 'Dusp18', '4921536K21Rik', 'Rida', 'Pop1', 'Tfdp1', 'Gnas', 'Srcap', 'Rccd1', 'Rbp7', 'Supv3l1', 'Tmem54', 'Hpca', 'Nolc1', 'Gpn3', 'Fam216a', 'Nat10', 'Ap2m1', 'Ubqln4', 'Rab25', 'Lamtor2', 'Prdm4', 'Ascl4']
Mycn	['Cldn34d', 'Rgcc', 'Ezh2', 'Plekhn1', 'Klhl17', 'Foxk2', 'Bsn', 'Txndc11', 'Esco1', 'Snrpd1', 'Gna11', 'Pip4p1', 'Osgep', 'Apex1', 'Hk1', 'Rbm45', 'Cyct', 'Ctcf', 'Hgsnat', 'Ncl', 'Nfic', 'Trmo', 'Npm1', 'Gramd4', 'Rnf6', 'Cdk8', 'Scaf1', 'Rras', 'Fzr1', 'Dohh', 'Anks3', '4930451G09Rik', 'Fasn', 'Brox', 'Aida', 'Map4', 'Ctnna3', 'Foxp1']
Myf5	['Bet1', 'Map3k20', 'Akap9', 'Kcp', 'Irf5', 'Grm7', 'Chrdl2', 'Sec16b', 'Bop1', 'Olfr16', 'Ccl1', 'Il3', 'Csf2', 'Mafa', 'Tmed4', 'Ddx56', 'Zp3', 'Ssc4d', 'Rnf150', 'Plvap', 'Ccdc194', 'Slc11a2', 'Hspb1', 'Zfp869', 'Pusl1', 'Ccdc126', 'Acap3', 'Brox', 'Aida', 'Tpcn1', 'Iqcd', 'Kcnk12', 'Lmod3', 'Ptgis', 'Arhgap10', 'Xntrpc', 'Xndc1', 'Rnf121', 'Ube2d1', 'Neil1', 'Commd4', 'Cs', 'L2hgdh', 'Dmac2l', 'Alox5ap', 'Celf2', 'Zfp668', 'Zfp646', 'Clmp', 'Dhrs7', 'Rpe', 'Ptgds', 'Paxx', 'Clic3', 'Arhgap28', 'Exosc9', 'Ube2f', 'Ucp3', 'Igfbp7', 'Ndufa8', 'Morn5', 'Rtkn', 'Mettl22', 'Stk36', 'Rnf25', 'Prkn', 'Pacrg', 'Fam83b', 'Tmem191c', 'Epb41l4a', 'Tmem202', 'Hexa', 'Arhgef2', 'Tbc1d31', 'Slc9a9', 'Tm9sf1', 'Ipo4', 'Cxcl9', 'Art3', 'Snrpa', 'BC024978', 'Nop14', 'Grk4', 'Nipbl', 'Mettl21a', 'Srsf2', 'Mfsd11', 'Mettl23', 'Fer', 'Ado', 'Ifi207', 'Gm14092', 'Nepn', 'Eif2b2', 'Smarcd3', 'Galr2', 'Ssc5d', 'Nat14', 'Xrcc1', 'Pinlyp']
Myo1c	['Greb1', 'Nkx2-6']
Myod1	['Swsap1', 'Bop1', 'Rapsn', 'Tex44', 'Ube2d1', 'Kcp', 'Irf5', 'Ccdc126', 'Prep', 'Tpcn1', 'Iqcd', 'Mical2', 'Npas4', 'Rrp7a', 'Tmed4', 'Ddx56', 'Mafa', 'Ptp4a2', 'Ptgis', 'Ccdc194', 'Plvap', 'Smarcd3', 'Fbxw8', 'Bet1', 'Slc11a2', 'Sec16b', 'Castor2', 'Brox', 'Aida', 'Rpe', 'Smlr1', 'Kdf1', 'Mettl22', 'Cldn34d', 'Ndufa8', 'Morn5', 'Srsf2', 'Mfsd11', 'Pex19', 'Commd4', 'Neil1', 'Slc9a9', 'Akap9', 'Celf2', 'Ado', 'Ckb', 'Ndc1', 'Rusc1', 'Ntng2', 'Rundc3a', 'Neurl1a', 'Galr2', 'Atp6v1g1', 'Ccl1', 'Syne3', 'Arhgef2', 'Lyrm4', 'Fars2', 'Smug1', 'Numb', 'Csf2', 'Il3', 'Rnf150', 'Rdh5', 'Cbx5', 'Rhobtb1', 'A930033H14Rik', 'Exosc9', 'Nwd1', 'Tbc1d31', 'Hspb1', 'Tmem120b', 'Sema6c', 'Rtkn', 'Ucp3', 'Pcyox1l', 'Coro2b', 'Pacsin2', 'Klhl31', 'Sox8', 'Lmf1', 'Xntrpc', 'Xndc1', 'Rnf121', 'Bloc1s1', 'Prr5', 'Rtn2', 'Smim17', 'Zfp869', 'Phf20', 'Myo10', 'Lurap1l', 'Tecr', 'Chrna1', 'Ttc9', 'Tmem212', 'Ptgds', 'Paxx', 'Clic3', 'Htr6']
Myog	['4833439L19Rik', 'Iba57', 'Spg21', 'Tas1r1', 'Nol9', 'Slc9a9', 'Rrp7a', 'Rhebl1', 'Hsd11b1', 'Tpt1', 'Fgf22', 'Lama5', 'Xrcc5', 'Ptgis', 'Sec16a', 'Arhgef2', 'Eya2', 'Gpr132', 'Safb2', 'Safb', 'Gng2', 'Bcam', 'Exoc7', 'Exosc9', 'Chrna1', 'Arhgef7', 'Gprc5c', 'Smim6', 'Bcl3', 'Urgcp', 'Gnpat', '2810004N23Rik', 'Pkmyt1', 'Tbc1d31', 'Gm10654', 'Tgfb2', 'D430041D05Rik', 'Neurl1a', 'Cdk5rap3', 'Lrba', 'Svbp', 'Ermap', 'Eno1', 'Traf4', 'Krt8', 'Sept4', 'Pard3', 'Clpsl2', 'Clps', 'Mrtfb', 'Gas8', 'Dbndd1', 'Rdh5', 'Bloc1s1', 'Apc', 'Ube2d1', 'Purb', 'Irf2bp2', 'Ncapg2', 'Ttc3', 'Pigp', 'Arl6ip1', 'Neil1', 'Commd4', 'Ube2l3', 'Rimbp3', 'Cep63', 'Anapc13', 'Kcnip3', 'Abr', 'Osgin1', 'Necab2', 'Vash2', 'Capn5', 'Omp', 'Lsm6', 'Kbtbd11', 'Pla2r1', 'Tap2', 'Asb5', 'Brox', 'Aida', 'Hephl1', 'Dtna', 'Tspan33', 'Slf2', 'Smug1', 'Dlx3', 'Six5', 'Dmwd', 'Dmpk', 'Vav2', 'Brd3os', 'Olig1', 'Prelid3a', 'Adam19', 'Asb2', 'Nod2', 'Dmbt1', 'Plpp7']
Myt1	['Cldn34d', 'Nkx2-6']
Myt1l	['Greb1', 'Nkx2-6', 'Hexb', 'Kpna1']
Naa10	['Brox', 'Aida', 'Fbxw4', 'Pknox1', 'E030030I06Rik']
Nacc1	['Adcy6', 'Greb1', 'Rapgef2', 'Cldn34d', 'Rimkla', 'Neurl1a', 'Olfm2', 'Spryd3', 'Soat2', 'Igfbp6', 'Stac3', 'Nkx2-6']
Nanog	['Rbbp5', 'Arl14epl', 'Id3', 'Mmp20', 'Poli', 'Faim', 'Rac1', 'Tnfrsf19', 'Mdfic', 'Bmerb1', 'Nudcd3', 'Rax', 'Mzt1', 'Bora', 'Gmnc', 'D630039A03Rik', 'Jam2', 'Pou5f1', 'Dip2b', 'Ren2', 'Ren1', 'Accsl', 'Cep70', 'Faiml', 'Zfp991', 'Fgf5', 'Nfat5', 'Mfap1b', 'Dnmt3b', 'Tmem181a', 'Tefm', 'Smim8', 'Ino80', 'Ceacam13', 'Vrk1', 'Pccb', 'Map3k3', 'Gsr', 'Ubxn8', 'Mib2', 'Psmg4', 'Chst10', 'Hoxb5', 'Hoxb4', 'Srgap3', 'Txndc11', 'Brox', 'Aida', 'Inafm2', 'Rcor2', 'Zfp119a', 'Zfp959', 'Vmn1r214', 'Cdx4', 'Slc2a13', 'Rsbn1', '1700001O22Rik', 'Ntmt1', 'D030056L22Rik', 'Glg1', 'Rab3gap2', 'Gli2', 'Rnf213', 'Ralgps2', 'Ifitm5', 'Ifitm1', 'Ifitm2', 'A930007A09Rik', 'Shf', 'Gm10778', 'Ttc25', 'Tfcp2l1', 'Lats2', 'Snx10', 'Stk38', 'Cstf3', 'Vps37a', 'Cnot7', 'Zfp119b', 'Ebi3', 'Xpo1', 'Atxn2', 'Cldn34d', 'Uhrf2', 'Greb1', 'Rnf166', 'Ccdc187', 'Scd1', 'Slc15a1', 'Spp1', 'Twf2', 'Lpar6', 'Tcf7l1', 'Prdm10', 'Ssr2', 'Rai14', 'Fgr', 'Gjc1', 'Mtrr', 'Csn1s2a']
Nap1l1	['Greb1', 'Hexb', 'Nkx2-6', 'Olfr806', 'Abhd6', 'Dchs2', 'Gm10710', 'Pcdh20', 'Cox8c', 'Gzmk', 'Aldh9a1', 'Olfm1', 'Il31ra', 'Txndc11', 'Col6a6', 'Kpna1', 'Sspn', 'Sympk', 'Olfr1274', 'Wwox', 'Cbr1', 'Setd4', 'Olfr855', 'Olfr854', 'Aadacl2fm1']
Nbn	['Greb1', 'Olfr855', 'Olfr854', 'Nkx2-6', 'Olfr806', 'Zfp949', 'Abhd6', 'Prl3c1', 'Gm525', 'Acacb', 'Cldn34d', 'Kpna1', 'Rps29', 'Lrr1', 'Hexb']
Ncapd3	['Psmb2', 'Qrich1', 'Qars', 'Hspa4', 'March7', 'Creld2', 'Alg12', 'Slc26a8', 'Mapk14', 'Eif4a3', 'Card14', 'Supt5', 'Uhrf2', 'Fam76a', 'Ireb2', 'Rraga', 'Spdl1', 'Denr', 'Med1', 'Cdk12', 'Car5a', 'Banp', 'Stxbp4', 'Cox11', 'Tmem209', 'Ssmem1', 'Herc1', 'Ppp4r3b', 'Wdr77', 'Atp5pb', 'Psmd5', 'Cutal', 'Zbtb40', 'Nsun3', 'Map3k7', 'Arf3', 'Scamp5', 'Mthfd2', 'Mob1a', 'Tipin', 'Ankfy1', 'Styxl1', 'Mdh2', 'Ube2d3', 'Wdr27', '1600012H06Rik', 'Rps28', 'Sec23ip', 'Mcmbp', 'Rbm26', 'Smdt1', 'Pheta2', 'Ndufa6', 'Naga', 'Arl10', '4833439L19Rik', 'Fubp1', 'Dnajb4', 'Lsm14a', 'Crebzf', 'Slc35b4', 'Rbm39', 'Atf2', 'Zbtb2', 'Btbd10', 'Nudt1', 'Coq9', 'Ciapin1', 'Tspyl1', 'Naa35', 'Exo5', 'Rfesd', 'Mfsd8', 'Ddhd2', 'Dbr1', 'Armc8', 'Akap11', 'Dync1h1', 'Rps19', 'Tmco1', 'Wdr6', 'Dalrd3', 'Micos10', 'Surf6', 'Surf2', 'Surf1', 'Rpl7a', 'Med22', 'Asxl1', 'Get4', 'Ncoa4', 'Hes3', 'Rps7', 'Rnpc3', 'Pcnt', '2610028H24Rik', 'Ttc14', 'Kif5a', 'Dctn2', 'Eif5']
Ncaph2	['Slc39a4', 'Cpsf1', 'Mrpl44', 'Drg2', 'Ccdc57', 'Nme1', 'Med23', 'Txndc11', 'Mrpl21', 'Ighmbp2', 'Pex3', 'Adat2', 'Chordc1', 'Mtg1', 'Rad54l2', 'Dmap1', 'Dpy19l4', 'Usp30', 'Svop', 'Ndufs7', 'Ppip5k2', 'Gin1', 'Dus1l', 'Pde6d', 'Cops7b', 'Supt7l', 'Slc4a1ap', 'Wdr36', 'Ttc26', 'Mrps31', 'Kctd5', 'Trp53rkb', 'Ndufb3', 'Fam126b', 'Mrpl30', 'Mitd1', 'Dcaf10', 'Fra10ac1', 'Dffb', 'Cep104', 'Tmem242', 'Stx16', 'Ube2j2', 'Nlrp10', 'Eif3f', 'Itgb3bp', 'Efcab7', 'Mrpl39', 'Rpl29', 'Acy1', 'Tbc1d7', 'Rexo4', 'Adamts13', 'Zdhhc6', 'Vti1a', 'Tmed9', 'B4galt7', 'Tatdn3', 'Nsl1', 'Ddost', 'Cnot10', 'Uba5', 'Acad11', 'Acsf3', 'Pih1d2', 'Nkapd1', 'Nup54', 'Slc39a13', 'Man2c1', 'Cstf2t', 'Snrpd3', 'Gucd1', 'Vpreb1', 'Top3b', 'Igll1', 'Ap1g1', 'Eif1ad', 'Banf1', 'Zfp560', 'Mtbp', 'Mrpl13', 'Smg8', 'Snrnp27', 'Klhdc4', 'Zfp11', 'Nsfl1c', 'Gpaa1', 'Exosc4', 'Hus1', 'Dpp9', 'Tapbp', 'Rgl2', 'Mrps18c', 'Helq', 'Nuf2', 'Ttc4', 'Srp19', 'Psmg3', 'Slc33a1', 'Rab33b']
Ncoa2	['Arrdc3', 'Unk', 'H3f3b', 'Odc1', 'Gpcpd1', 'Greb1', 'Txndc11', 'Cldn34d', 'Hmgb2', 'Oga', 'Sun2', 'Usp22', 'Proser1', 'Nhlrc3', 'Ptp4a1', 'Kpna1', 'Rpl22', 'Rnf207', 'Rcn1', 'Hexb', 'Spryd7', 'Xpo1', 'Daxx', 'Tapbp', 'Zbtb22', 'Brox', 'Aida', 'Nkx2-6', 'Gpr146', 'Baz2a', 'Pxk', 'Il31ra']
Ncoa3	['Tle6', 'Tle3', 'Tle4', 'Gadd45b', 'Tle1', 'H4c3', 'H1f6', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Hist1h2br', 'Hist1h4n', 'Tle2', 'Greb1', 'Hist1h4m', 'Dcaf11', 'H4c4', 'H3c4', 'H2bc8', 'H2bc7', 'H2bc6', 'H2ac7', 'H2bc11', 'H2ac11', 'H2ac12', 'H4c9', 'H2bc12', 'Nkx2-6', 'Midn', 'Atp5d', 'Olfr855', 'Olfr854', 'H4c8', 'H3c8', 'H2ac10', 'H2bc18', 'H3c13', 'H4c14', 'Tesk2', 'H4f16', 'H4c2', 'H4c1', 'H3c2', 'H3c1', 'H2aj', 'H2ac4', 'H1f1']
Ncor1	['H1f6', 'H4c3', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Hist1h4n', 'H2bc6', 'H4c4', 'H3c4', 'H2bc7', 'H2ac7', 'H2bc8', 'Abr', '1700010I14Rik', 'Stat3', 'Glrx', 'Ip6k3', 'H4f16', 'H2aj', 'Nanog', 'Hist1h4m', 'Rtl6', 'Npas2', 'Setd2', 'H4c14', 'H3c13', 'H2bc18', 'Klf11', 'Cp', 'H4c9', 'H2bc11', 'H2ac11', 'H2bc12', 'H2ac12', 'Phc2', 'Sumo3', 'Ube2g2', 'Cldn34d', 'H3c8', 'H4c8', 'H2ac10', 'Lpcat2', 'Gm19774', 'Arhgef37', 'Treml2', 'Fam110b', 'Arhgef7', 'Txndc11', 'Cmpk2', 'Rsad2', 'Rrn3', 'Anxa5', '1810062G17Rik', 'Dcaf1', 'Rft1', '2810021J22Rik', 'Gbp7', 'Tas2r144', 'Csad', 'Zfp740', 'Aspg', 'Gramd1b', 'Hebp2', 'Cpa2', 'Slc13a2', 'Gcgr', 'Tank', 'Med1', 'Cdk12', 'H4c12', 'H2bc15', 'H2ac15', 'Btbd11', 'Osgin1', 'Ica1', 'Spop', 'Lvrn', 'Cpeb4', 'Wdr89', 'Drc1', 'Akt2', 'Gbp3', 'Klb', 'Srgap3', 'Gimap6', 'Ube2a', 'H60c', 'Tmcc3', 'Pnkd', 'Cabp1', 'Furin', 'Sik2', 'C1qtnf6', 'Dot1l', 'Cyp2ab1', 'Styxl1', 'Mdh2', 'Slc50a1', 'Efna1']
Ncor2	['Srgap1', 'Snx12', 'Smim17', 'Pink1', 'Npas4', 'Med4', 'Sspn', 'Ptgds', 'Sec22c', 'Knl1', 'Riok2', 'Txndc11', 'Taf6', 'Mblac1', 'Cnpy4', 'Trpv4', 'Rpl32', 'Tekt2', 'Adprhl2', 'H2bu2', 'Il31ra', 'Ostc', 'Rnf187', 'Prmt5', 'Prepl', 'Camkmt', 'Ddx47', 'Gtf3c5', 'Greb1', 'Ctnna3', 'Sacm1l', 'Nkx1-1', 'Kpna1', 'Wasf1', 'Cdc40', 'Unk', 'H3f3b', 'Rbm17', 'Ilf2', 'Npr1', 'Zfp692', 'Cdca7', 'Cacng2', 'Pdp2', 'Pom121l2', 'Twf2', 'Fam83a', 'Trim7', 'Acod1', 'Eef2k', 'Fbxo31', 'Pllp', 'Atp5g2', 'Hmgb2', 'Rps29', 'Lrr1', 'Polg', 'Top1mt', 'Nemp1', 'Nab2', 'Phf5a', 'Aco2', 'Tmem141', 'Fcna', 'Nemf', 'Rab11a', 'Aldh9a1', 'H4c9', 'H2bc11', 'H2ac11', 'H3c10', 'H2bc13', 'H2ac13', 'Olfr1359', 'Ubd', 'Olfr95', 'Olfr94', 'Tmem107', 'Borcs6', 'Lin28a', 'Agbl5', 'Comtd1', 'A430057M04Rik', 'Zfp131', 'Gins4', 'Swsap1', 'Odc1', 'Sun2', 'Wrap53', 'Trp53', 'Kmt2a', 'Ppp1r1b', 'Iqsec3', 'Fmc1', 'Nudt15', 'Rs1', 'Nkx2-6', 'Hexb', 'Xpo1', 'Taf10']
Nelfa	['Tmem167b', 'Ttc39d', 'Taf13', 'Nabp1', 'Arid5a', 'Syngr1', 'Rpl3', 'Calm1', 'Unk', 'H3f3b', 'Slc9a1', 'Hsp90aa1', 'Errfi1', 'Arl6ip1', 'Rplp0', 'Gcn1', 'Stmn1', 'Plk2', 'Srsf5', 'Tob1', 'Hspa5', 'Fam53c', 'Cdc25c', 'Gtf2b', 'Ctnnb1', 'Calm2', 'H4c3', 'H1f6', 'Tmem50a', 'Syf2', 'Rsrp1', 'Rcc1', 'Rps20', 'Marcksl1', 'B2m', 'Calr', 'Ifrd1', 'Dgat1', 'Fus', 'Csrnp2', 'Tsc22d1', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Hist1h4n', 'Ulk2', 'Dhx9', 'Jpt1', 'Tra2b', 'Zfand5', 'H3c6', 'H2bc8', 'H2ac8', 'H1f3', 'Rab42', 'Pik3r3', 'Rad23a', 'Dynll1', 'Znfx1', 'Nop56', 'Idh3b', 'Col1a1', 'Fasn', 'Klf2', 'Sfpq', 'Wsb1', 'Mylip', 'Ier3', 'Flot1', 'Plag1', 'Chchd7', 'Hmbs', 'H2ax', 'Dpagt1', 'Tmem129', 'Tacc3', 'Slbp', 'Gls', 'Rabggtb', 'Msh4', 'Npm1', 'Tfrc', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Btg2', 'Tex19.1', 'Raly', 'Srsf2', 'Mfsd11', 'Mettl23', 'Jmjd6', '4931406C07Rik', 'Rps19bp1', 'Atf4', 'Tuba1a', 'Gapdh', 'Ier5', 'Tra2a']
Nelfb	['Unk', 'H3f3b', 'Traf7', 'Rab26', 'Zbtb4', 'Slc35g3', 'Polr2a', 'Tmem167b', 'Znfx1', 'Ttc39d', 'Ier5', 'Zc3h10', 'Rpl41', 'Ing1', 'Cars2', 'Hmbs', 'H2ax', 'Dpagt1', 'Ints6', 'H4c14', 'H3c13', 'H2bc18', 'Zbtb37', 'H4c3', 'H1f6', 'Syngr1', 'Rpl3', 'Ubb', 'Gadd45b', 'Actb', 'Ier3', 'Flot1', 'Jpt1', 'Tsen34', 'Rps9', 'Pabpc1', 'Slc3a2', 'Rnd3', 'Nop56', 'Idh3b', 'Ier2', 'Taf13', 'Nol12', 'Lgals1', 'Calm2', 'Rps2', 'Rpl3l', 'Rnf151', 'Ndufb10', 'Hspa5', 'H4c11', 'Tpi1', 'Spsb2', 'Csrnp2', 'Txnip', 'Vegfa', 'Col1a1', 'Tmem50a', 'Syf2', 'Rsrp1', 'Rpl10a', 'H4c4', 'H3c4', 'H2bc7', 'H2bc6', 'H2ac7', 'Prdx2', 'Junb', 'Hspa8', 'Adamts1', 'H4f16', 'H2aj', 'Rpl7l1', '2310039H08Rik', 'Mtfp1', 'Rplp0', 'Mt2', 'Mt1', 'Gcn1', 'H2bc21', 'H2ac21', 'H2ac20', 'D230025D16Rik', 'Hist1h4n', 'Hist1h2br', 'Hist1h2bq', 'Hist1h2ap', 'Hist1h2ao', 'Ddx3x', 'Gapdh', 'Calm1', 'Tuba1a', 'Rad23a', 'Polg2', 'Ddx5', 'Cep95', 'Calr', 'Setd4', 'Cbr1', 'Btg2']
Nelfe	['Tmem167b', 'Slc9a1', 'Taf13', 'Ttc39d', 'Prdx1', 'Baiap2', 'Acot9', 'Skp1a', 'Arl6ip1', 'Tob1', 'Nars2', 'Ctnnb1', 'Zfand5', 'Fus', 'Gtf2b', 'Ier5', 'Hspa5', 'Foxj1', 'BC005537', 'Btg1', 'Nabp1', 'Sfpq', 'Jpt1', 'Gtf2f1', 'Itpr1', 'Ttc23', 'Ccnyl1', 'Tor1b', 'Cxcr4', 'Calm2', 'Calm1', 'Acly', 'Pmaip1', 'Cth', 'Btg2', 'Tpi1', 'Spsb2', 'Nasp', 'Sqstm1', 'Tti2', 'Commd1', 'Cct4', 'Kdm4c', 'Wsb1', 'Arl15', 'Txnip', 'B2m', 'Dhx9', 'Rplp0', 'Gcn1', 'Slc39a4', 'Cpsf1', 'Vps28', '2410002F23Rik', 'Tfrc', 'Txndc11', 'Amt', 'Tcta', 'Rhoa', 'Wnk4', 'Vps25', 'Ramp2', 'Unk', 'H3f3b', 'Wdyhv1', 'Atad2', 'Teddm1a', 'Glul', 'Rhbdf1', 'Mpg', 'Tuba1a', 'Ifrd1', 'Csrnp2', 'Drg2', 'Sod1', 'Fam53c', 'Cdc25c', 'Dpagt1', 'Hmbs', 'H2ax', 'Top2a', 'Sec22b', 'Styxl1', 'Mdh2', 'Ints6', 'Arid5a', 'Alg1', 'Cited4', 'Ddx3x', 'Smc3', 'Ucp2', 'Car1', 'Trim17', 'H3f4', 'H2aw', 'H2bu2', 'Hnrnpab', 'Pabpc1', 'Azin1', 'Syngr1']
Neurod1	['Kifc3', 'Nfia', 'Ddx55', 'Shfl', 'Med20', 'Gm20517', 'Bysl', 'Gpr151', 'Atp2c1', 'Slc17a7', 'Pih1d1', 'Aldh16a1', 'Ube2f', '9530053A07Rik', 'Fgf12', 'Sytl2', 'Ttll5', 'Erg28', 'S1pr5', 'Atg4d', 'Cpne9', 'Tmem212', 'Upb1', 'Ccdc134', 'Vtcn1', 'Fam160a2', 'Cnga4', 'Cib2', 'Traf3ip1', 'Fuca1', 'Cnr2', 'Daglb', 'Susd6', 'Mdfi', 'Lhx3', 'Angptl4', 'Timm50', 'Dll3', 'Pdcd1lg2', 'Gramd1b', 'Plb1', 'Tmem202', 'Hexa', 'Vrk1', 'Fam149a', 'Snx19', 'Zbtb24', 'Pcdh12', 'Mlh3', 'Bicd2', 'Rhbdl2', 'Elmo2', 'Popdc2', 'Dock10', 'Nacc2', 'Cct5', 'Atpsckmt', 'Aopep', 'Slc3a1', 'Tex46', 'Kdm1a', 'Scarb2', 'Rbfox3', 'Rarg', 'Hormad1', 'Jak3', 'Insl3', 'Mmd2', '2200002J24Rik', 'Rtkn2', 'Tfeb', 'Pgc', 'Fyttd1', 'Cd82', 'Naa20', 'Slc11a2', 'Efcab5', '1700113H08Rik', '2310079G19Rik', 'Zfp488', 'Xab2', 'Stxbp2', 'Pet100', 'Pcp2', 'Tgm5', 'Mettl27', 'Cldn4', 'Psmd9', 'C77080', 'Serpina1f', 'Krt86', 'Krt81', 'Slc37a1', 'Pou1f1', 'Tsku', 'Mbp', 'Pdhx', 'Apip', 'Grhpr', 'Socs2']
Neurod2	['Tecr', 'Ccdc60', 'Ccm2l', 'Txndc11', 'Ube2l3', 'Rimbp3', 'Nsg2', 'Col8a1', 'Hlcs', 'Ddo', 'Gins2', 'Adrm1', 'Gm3285', 'Gm10318', 'Gm36176', 'Mfap3l', 'Tgtp2', 'Ifi47', 'Fam83h', 'Iqank1', 'Gm19402', 'Gm9508', 'Gm10639', 'Tspear', 'Gmip', 'Mpp7', 'Gsta2', 'Catip', 'Cabp1', 'Lamc2', 'D430041D05Rik', 'Rbfox3', 'Syt3', '1700008O03Rik', 'Hgsnat', 'Nfic', 'Hipk3', 'Xrcc5', 'Spg21', 'Ttc3', 'Pigp', 'Ercc6', 'Zbtb12', 'Ehmt2', 'Map10', 'Safb2', 'Safb', 'Shisa2', 'Rabl2', 'Grem2', 'Cystm1', 'Smlr1', 'Gsdmd', 'Slc26a11', 'Sgsh', 'Rapgef4', 'Phf20', 'Gm9736', 'Pou3f1', 'Slc10a6', 'Epha1', 'Bcar1', 'Prss8', 'Gpr142', 'Btbd17', 'Iglon5', '4931406B18Rik', 'Rdh16', 'Fmo2', 'Gm3238', 'Mesd', 'Nfix', 'Arhgef7', 'Ndufa4l2', 'Shmt2', 'Qsox1', 'Lingo3', 'Hid1', 'Ier5', 'Acap2', 'Osgin1', 'Necab2', 'Zfp983', 'Rps28', 'Kank3', 'Rab11fip5', 'Abr', 'Nphs1', 'Kirrel2', 'Gm3233', 'Prob1', 'Mzb1', 'Tnfrsf17', 'Tgfbrap1', 'AI597479', 'Qdpr', 'Clrn2', 'Grm4', 'Sfr1', 'Glce']
