Antigen	Genes
Aire	['Eapp', 'Arl4d', 'Taf12', 'Gmeb1', 'Tex14', 'Cldn34d', 'Zc3h12d', 'Chmp7', 'Rdm1', 'Calcb', 'Faf1', 'Cdkn2c', 'Pole3', 'Alad', '4933430I17Rik', 'Tmem107', 'Gpn3', 'Fam216a', 'Gtf3c5', 'Slc12a4', 'Timm13', 'Lmnb2', 'Utp14b', 'Acsl3', 'Lpcat3', 'Xpnpep3', 'St13', 'Dnajb7', 'Tnfrsf8', 'Cdc42ep2', 'Sprr2a3', 'Ier3', 'Flot1', 'Slc20a1', 'Stat1', 'Skint9', 'Tnfaip3', 'Isg20', 'Brox', 'Aida', 'Nme1', 'Kif2c', 'Cops8', 'Gm4791', 'Slc9a9', 'Atp13a2', 'Tbck', 'Aimp1', 'Pmm1', 'Wrb', 'Sprr2a2', 'Sprr2a1', 'U2surp', 'Dnajc16', 'Casp9', 'Ccnt1', '4930415O20Rik', 'Alyref2', 'Arid3a', 'Rbbp8', 'Slc5a9', 'Med6', 'Prrt2', 'Pagr1a', 'Maz', 'Taf9', 'Rad17', 'Ak6', 'Serpina3j', 'Supv3l1', 'Otud6b', 'Il15', 'Kcnn1', 'Ccdc124', 'Arhgap11a', 'Ppfibp2', 'Psmd1', 'Eif3d', 'Rbbp5', 'Clptm1', 'Apoc2', 'Klhl18', 'Kif9', 'Erlin1', 'Hivep1', 'Rnf7', 'Dhx16', 'Slc25a12', 'Ppp4r3b', 'Gm3448', 'Gm3417', '9030025P20Rik', 'Vta1', 'Pdap1', 'Bud31', 'Ndufa9', 'Akap3', 'Gm7244', 'Slc35b1', 'Farsb', 'Trrap', 'Tmem130', 'Rer1', 'Morn1', 'Rhbdl2', 'Cyba', 'Cradd', 'Htra2', 'Dqx1', 'Aup1', 'Med26', 'Gimap1', 'Sec61b', 'Alg2', 'Tbxa2r', 'Cactin', 'Clec2g', 'Poc5', 'Hjurp', 'A730008H23Rik', 'Snrpc', 'Slc25a32', 'Dcaf13', 'Ubr4', 'Tram1', 'Nuf2', 'Zfp740', 'Csad', 'Olfr1416', 'Ndufa10', 'Gmfb', 'Cgrrf1', 'Birc3', 'Stxbp6', 'Poldip3', 'Mis18bp1', 'Krt222', 'Sema3f', 'Grap', 'Tgfbr3l', 'Mrpl45', 'Map2k7', 'Tnfrsf13c', 'Sirt4', 'Polr2e', 'Uqcc3', 'Ubxn1', 'Snn', 'Pes1', 'Pop7', 'Tmprss4', 'BC049352', 'Gtf3c6', 'Snx5', 'Mgme1', 'Fbxw7', 'Tomt', 'Lamtor1', 'Anapc15', 'Usp4', 'Gpx1', 'Nfib', 'Unkl', 'Skint2', 'Gm38655', 'BC003965', 'Bod1l', 'Slc18b1', 'Rps12', 'Angpt1', 'Tifa', 'Alpk1', 'Dhx8', 'Opa1', 'Ncoa7', 'Trappc8', 'Esrp2', 'Ccnt2', 'Sfswap', 'Ccdc126', 'Eif4e', 'Cherp', 'Sh2d4b', 'Pde1c', 'Gbp10', 'Ahnak', 'Surf6', 'Rpl7a', 'Med22', 'Sirt6', 'Gm3435', 'Ankrd24', 'Fsd2', 'Tcte3', 'Ermard', 'Ptp4a2', 'Tapbpl', 'Cd27', 'Ufl1', 'Cdk11b', 'Kpna1', 'Pum3', 'Il1rl2', 'Hps5', 'Gtf2h1', 'Tbata', 'Ppp1r15b', 'Rpl32', 'Fitm2', 'Rrh', 'Gar1', 'Cfi', 'Nat10', 'Ceacam16', 'Mtrex', 'Dhx29', 'Stat4', 'Pmp2', 'Spink4', 'Bmf', 'Kbtbd3', 'Psmc1', 'Zfp445', 'Rab15', 'Ifnar1', 'Spa17', 'Siae', 'Fntb', 'Papss1', 'Skil', 'Ptprq', 'Arid3b', 'Med17', 'Gramd4', 'Eef1g', 'Rad9b', 'Pds5b', 'N4bp2l2', 'Srp54b', 'Srp54a', 'Gtf3c2', 'Tsga10', 'Lipt1', 'Srp54c', 'Med18', 'LOC666331', 'Gm11634', 'Gtf2a1', 'Cog7', 'Endov', 'Slc39a14', 'Dok3', 'Ddx41', 'Ttc39d', 'Tmtc3', 'Cep290', 'Mknk1', 'Vmo1', 'Tm4sf5', 'Gltpd2', 'B9d1', 'Elf3', 'Klhl38', 'Sart3', 'Iscu', 'Dennd4a', 'Vps26c', 'Txndc11', 'Nr1d1', 'Map3k7', 'Psmd3', 'Gfra4', 'Zfpl1', 'Vps51', 'Tmem262', 'Gm550', 'Cdca5', 'Thsd4', 'Atr', '1700065D16Rik', 'Hspb2', 'Dixdc1', 'Cryab', '2310030G06Rik', 'Atg5', 'Gas7', 'Sspn', 'Clptm1l', 'Pak1ip1', 'Phf14', 'Ndufa4', 'Rad51ap1', 'Gm4925', 'D6Wsu163e', 'Arl1', 'Sugp2', 'Slc33a1', 'Kxd1', 'Hmgxb3', 'Fkbp8']
Anp32e	['Cldn34d', 'Brox', 'Aida', 'E030030I06Rik', 'Nkx2-6']
Ar	['Ndfip1', 'Wfdc6a', 'Spint3', 'Tmem150c', 'Bcl2l15', 'Ackr1', 'Arhgap8', 'Rnase12', 'Rnase11', 'Nat2', 'Nat1', 'Slc14a2', 'Ugt2a1', 'Prnd', 'Kdm7a', 'Napa', 'Galnt10', 'Arhgap10', 'Morc1', 'Plin5', 'Gdf2', 'Sesn1', 'Plin4', 'Rcn1', 'Ptpn22', 'Pnrc2', 'Cdkn1a', 'Olfr523', 'Ptgds', 'Ttpal', 'Sestd1', 'Hhat', 'Chrdl2', 'Cldn2', 'Ripply1', 'Npvf', 'Ccl17', 'Glb1l2', 'Polr3d', 'Piwil2', 'Ubqln1', 'Plekha3', 'Fkbp7', 'Nsdhl', 'Cetn2', 'Sult1d1', 'Chil3', 'Comtd1', 'A430057M04Rik', 'Gng7', 'Slc6a5', 'Wbp1l', 'Mlh3', 'Prdm4', 'Efcab2', 'Nup93', 'Noct', 'Kcnk1', 'Ift140', 'Cramp1l', 'Arrdc2', 'Rad21', 'Pdxdc1', 'Mpv17l', 'Clec9a', 'Rabggta', 'Adh6b', 'Kbtbd8', 'Ubiad1', 'Cldn34d', 'Greb1', 'Slc25a13', 'Rab5if', 'Ggnbp1', 'Bak1', 'Abca6', 'Midn', 'Cbarp', 'Atp5d', 'Suox', 'Nf2', 'Hif3a', 'Gkap1', 'Lekr1', 'Atp11a', 'Sgk3', 'Tmem125', 'Tbl1xr1', 'Defb43', 'Fam133b', 'Cradd', 'Sra1', 'Slc35a4', 'Apbb3', 'Lrg1', 'Artn', 'Cdc37l1', 'Lpin1', 'Srrt', 'Ufsp1', 'Brox', 'Aida', 'Gpat2', 'Col4a4', 'Col4a3', 'Serinc3', 'Sidt2', 'Fam117b', 'Med28', 'Ndufc2', 'Pcx', 'Kpna1', 'Armc2', 'Bfsp2', 'Plekha7', 'Slc5a3', 'Mrps6', 'Susd3', 'Slc10a6', 'Osbpl9', 'Tcstv3', 'Plekhs1', 'Ggt7', 'Mro', 'Crispld2', 'Ehf', 'Tmem229b', 'Tnks', 'Mad1l1', 'Txndc11', 'Rnf186', 'Ubb', 'Tmem202', 'Hexa', 'Trabd', 'Panx2', 'Pbx2', 'Gpsm3', 'Rln1', 'Insl6', 'Mllt11', 'Gm128', 'Cdc42se1', 'Zfp648', 'Rps26', 'Sohlh1', 'Mlxipl', 'Cmas', 'Rbp3', 'Adora1', 'Brwd1', 'Mcpt8', 'Fam104a', 'D11Wsu47e', '4930503B20Rik', 'Tgtp2', '9930111J21Rik2', 'Mup5', '1700030J22Rik', 'Gcsh', 'Ywhaz', 'Reps1', 'Tmem87a', 'Ganc', 'Serpina5', 'Pnkd', 'Gpbar1', 'Aamp', 'Qsox1', '2610528J11Rik', 'Bsph2', 'Tmem252', 'Exoc7', 'Wfdc15a', 'Wfdc12', 'Abcb5', 'Hexb', 'Sdk2', 'Adh5', 'Tgtp1', '9930111J21Rik1', 'Per2', 'Usp2', 'Pik3c3', 'Ldhd', 'Alppl2', 'Alpi', 'Fam131c', 'Gstt3', 'Ddt', 'Nrbf2', 'Mutyh', 'Hpdl', 'Tdp2', 'Acot13', 'Nsmce3', 'Arl10', 'Nop16', 'Higd2a', 'Per1', 'Zfp275', 'Asb18', 'Retreg1', 'Alox12', 'Prodh', 'Eif5', 'Chd1l', 'Msi2', 'Taf8', 'Ccnd3', 'Wnt7b', 'Slc31a2', 'Lamb3', 'Stat5a', 'Stat5b', 'Olfr806', 'Car5b', 'Fam220a', 'Ano1', 'Ctso', 'Ankrd9', 'As3mt', 'Efr3b', 'Papss1', 'Mynn', 'Actrt3', 'Vamp2', '2810021J22Rik', 'Dgkh', 'Mecp2', 'Cpne2', 'Acsl1', 'Fam76a', 'Ptges2', 'Lcn2', '1110008P14Rik', 'Galnt16', 'Apol6', 'Mb', 'Rgs14', 'Lman2', 'Gabarapl1', 'Ppp2r3a', 'Herpud1', 'Lrrn2', 'Mpp7', 'Gpsm1', 'Tk1', 'Afmid', 'Col26a1', 'Mpi', 'Fam219b', 'Fdft1', 'Casp8', 'Cp', 'Cpsf1', 'Gaa', 'Adamts15', 'Nfkbia', 'Zfp36', 'Plekhg2', 'Clpsl2', 'Arl4c', 'Mtch1', 'Mchr1', 'Upk1b', 'Slc35f2', 'Snrpd3', 'Gucd1', 'Rasd1', 'Mobp', 'Gramd1b', 'Zbtb7b', 'Paqr6', 'Bglap3', 'Ncs1', 'Msra', 'Ccl28', 'Ankrd17', 'Ptprf', 'Wdr48', 'Il31ra', 'Slco1a1', 'Spag4', 'Fer1l4', 'Tjp2', '2010003K11Rik', 'Chrna9', 'Pxmp4', 'Fxyd3', 'Lgi4', 'Kazn', 'Trim63', 'Scn2b', 'Sh3tc2', 'Hpd', 'Arl4d', 'Mmp7', 'Zfp35', 'Ccnjl']
Arid1a	['Cldn34d', 'Coil', 'Elobl', 'Zfp979', 'Zfp600', 'Greb1', 'Fbxo22', 'Hexb', 'Nfat5', 'H2al2a', 'Klf2', 'F13b', 'Aida', 'Brox', 'Ankrd6', 'Tesk2', 'Txndc11', 'Rnf138', 'Fam98a', 'Fbxw4', 'Zfp980', 'Sap30', 'Kdm4c', 'Kat2b', 'Pipox', 'Btn2a2', 'Id4', 'Olfr1274', 'Nufip2', 'Kpna1', 'Dusp27', 'Gpa33', 'C130073F10Rik', 'Slco4c1', 'Natd1', 'Rex2', 'Mup4', 'Nkx2-6', 'Pcdhgb8', 'Pcdhga12', 'Casq2', 'Zgrf1', 'Larp7', 'Urm1', 'Zfp987', 'Cdc42ep3', 'Zfp991', 'Vmn2r85', 'Vmn1r1', 'Lysmd3', 'Glrx2', 'Gja1', 'Olfr339', 'Gli2', 'Akr1c18', 'Smad7', 'Wwox', 'Tdrd12', 'Hsd3b4', 'Gm10681', 'Tcf7l1', 'Kdm3a', 'Pes1', 'Syt3', '1700008O03Rik', 'Twistnb', 'Olfr147', 'Tdh', 'Gm4450', 'Adcy5', 'Macroh2a1', 'Adrb3', 'B3gnt2', 'Zfp985', 'Itgb3', 'Vmn1r238', 'Xkr4', 'Lce1k', 'Zfp534', 'Zfp1', 'Rbmxl2', 'Atf6', 'Reep3', 'Olfr1431', 'Arhgef18', 'Abcg2', 'Anxa11', 'Trim13', 'Kcnrg', 'Fn1', 'Rps19', 'Lypd4', 'Dmrtc2', 'Cyp1b1', 'Olfr806', 'E030030I06Rik', 'Zfp982', '1700019D03Rik', 'Gm14325', 'Zmym1', 'Lrrtm3', 'F11', 'Kng2', 'Rest', 'Scarb2', 'Frem2', 'Ralgds', 'Gbgt1', 'Spic', 'Abhd6', 'Wrap53', 'Trp53', 'Alox15', 'Sox2', 'Dhx32']
Arid3a	['Smim17', 'Npas4', 'Cacng2', 'Nkx1-1', 'Swsap1', 'Zfp994', 'Glra1', 'Lin28a', 'Mc3r', 'Xkr7', 'Celsr3', 'Iqsec3', 'Ppfibp2', 'Scrt1', 'Rpl38', 'Ttyh2', 'Snap25', 'Crhr2', 'Rbm25', 'Cd300ld3', 'Cd300e', 'Ogt', 'Kpna1', 'Barhl1', 'Fam227a', 'Cby1', 'Txndc11', 'Gprin1', 'Sh3gl1', 'Chaf1a', 'Vstm2l', 'Uqcrc1', 'Cacng3', 'Tas1r3', 'Ints11', 'Cptp', 'Dlgap3', 'Tmem98', 'Ripply2', 'Cyb5r4', 'Naip2', 'Cldn34d', 'Mrpl58', 'Atp5h', 'Kctd2', 'Il31ra', 'Gys1', 'Ruvbl2', 'Cadm3', 'Endov', 'Golga7b', 'Lypd11', 'Rtbdn', 'Mast1', 'Zfp317', 'Grhl3', 'Gm11634', 'LOC666331', 'Polr2e', 'Olfr748', 'Lrrc61', 'Fbxo21', '9130023H24Rik', 'Armc5', 'Cwc22', 'Uspl1', 'H2-D1', 'H2-L', 'LOC547349', 'Snrpc', 'Ppp6c', 'Rdm1', 'Dcp1a', 'Ormdl3', 'Smim11', 'Kcne2', 'Knop1', 'Iqck', 'Twistnb', 'Gm3417', 'Gm3448', 'Rmdn3', 'Sspn', 'Med27', 'Mapk8ip2', 'Kntc1', 'Ermard', 'Tcte3', 'Ambra1', '3300002I08Rik', 'Gpkow', 'Gnrhr', 'Gm3435', 'Catsperd', 'Lonp1', 'Hexim2', 'Psmb2', 'Prpf31', 'Tfpt', 'Icam5', 'Icam4', 'BC003965', 'Gm38655', 'Tmem95', 'Unkl', 'Noc4l', 'Ddx51', 'Arl4d', 'Nup133', '1700092M07Rik', 'Stx5a', 'Wdr74', 'Zfp937', 'Tlr9', 'Znhit3', 'Chst12', 'Ptpn21', 'Sppl2c', 'Bloc1s3', 'Trappc6a', 'Eif2b1', 'Gtf2h3', 'Mkln1', 'Gtf2e2', 'Klhl7', '9030025P20Rik', 'Mapkbp1', 'Chmp1b', 'Med6', 'Nup214', 'Rgs3', 'Rangap1', 'Gm13285', 'Gm13289', 'Ifnz', 'Gm13290', 'Gm13272', 'Arpc5', 'Rgl1', 'Zfp939', 'Pxmp2', 'Pole', 'Myh9', 'Lias', 'Rpl9', 'Wipf3', 'Dusp23', 'Tcf3', 'Olfr9', 'Hdac10', 'Tubgcp6', 'Tfeb', 'Ccdc194', 'Bst2', 'Rlf', 'Plekho1', 'Trim27', '1700001P01Rik', 'Cwc25', 'Mpzl1', 'Dad1', 'Abhd4', 'Ptpru', 'Mecr', 'Zfp949', 'Znrd1as', 'Znrd1', 'Ppp1r11', 'Nat8f6', 'Nat8f5', 'Rabep2', 'Entpd7']
Arid4b	['Txndc11', 'Cldn34d', 'Tmem125', 'Brox', 'Aida', 'Kpna1', 'E030030I06Rik', 'Nkx2-6', 'Csnk1d']
Arntl	['Cldn34d', 'Brox', 'Aida', 'Tmem125', 'Bhlhe41', 'Nr1d1', 'Nr1d2', 'Tef', 'Tulp4', '1810013L24Rik', 'Armt1', 'Rmnd1', 'E030030I06Rik', 'Txndc11', 'BC028528', 'Ciart', 'Per1', 'Vamp2', 'Cry2', 'Per2', 'March8', 'Ap5s1', 'Atxn3', 'Avpi1', 'Cry1', 'Eif5a2', 'Gmfb', 'Cgrrf1', 'Mthfd1l', 'Ptprs', 'Ankrd12', 'Cd151', 'Polr2l', 'Tspan4', 'Fam25c', 'Tbcel', 'Lamp1', 'Mfsd1', 'C2cd4d', 'Rorc', 'Per3', 'Slc27a2', 'Gnpnat1', 'Fbxl22', 'AW549877', 'Klf11', 'Zfp292', 'Aven', 'Mapk6', 'Hmgn2', 'Gpi1', 'Klf9', 'Serinc4', 'Serf2', 'Hypk', 'Ell3', 'Fam76a', 'Zzz3', 'Shkbp1', 'Bnip3', 'Hif1a', 'Bhlhe40', 'Amdhd2', 'Atp6v0c', 'Ube2q1', 'Chrnb2', 'Fabp3', 'Dbp', 'Car11', 'Hlf', 'Kdm6b', 'Slc8b1', 'Plbd2', 'Sphk2', 'Ddx50', 'Pcbp1', 'Vps26a', 'Ncl', 'Klf16', 'Nup50', 'Dvl2', 'Gabarap', 'Phf23', 'Zcwpw1', 'Mepce', 'Ppp1r35', 'Foxo3', 'Ccno', 'Mcidas', 'Jade1', 'Tet3', 'Prr3', 'Abcf1', 'Crebrf', 'Eps15l1', 'Fbxo30', 'Rsad1', 'Tomm20', 'Sertad1', 'Ccdc88c', 'Slc35a5', 'Atg3', 'Osbpl2', 'Kpna1', 'Rint1', 'Pus7', 'Ypel5', 'Sertad3', 'Adh5', 'Unc5d', 'Ski', 'Pten', 'Pmvk', 'Fosl1', 'Fibp', 'Ccdc85b', 'Gpr146', 'Clcn7', 'Gnl1', 'Igsf8', 'Sde2', 'Ccne2', 'Sertad2', 'Ripor3', 'Mapk8', 'Dync1h1', 'Ptp4a2', 'Cdk4', 'March9', 'Tspan31', 'Spns2', 'Atxn2', 'Herpud1', 'Frmd6', 'Cdyl', 'Ankrd2', 'Hoga1', '4933411K16Rik', 'Klf15', 'Ntpcr', 'Coq10b', 'Il31ra', 'Dgat2', 'Mex3d', 'Phf1', 'Cuta', 'Syngap1', 'Trim8', 'Dcun1d4', 'Usp53', 'Trpm7', 'Hnrnpf', 'Mgrn1', 'Ubald1', 'Foxred2', 'Acbd7', 'Rpp38', 'Pigw', 'Myo19', 'Ggnbp2', 'E030018B13Rik', 'Nampt', 'Ppia', 'Upp2', 'Mcfd2', 'Mknk2', 'Ilf3', 'Golga5', 'Hspb7', 'Clcnkb', 'Sox12', 'Lpxn', 'Zfp91', 'Thrsp', 'Rapgef1', 'Tmem200b', 'Utp11', 'Fhl3', '2900026A02Rik', 'Azin1', 'Ndufa6', 'Smdt1', 'Nfil3', 'Osbpl1a', 'Dusp12', 'Atl3', 'Efna3', 'Shmt1', 'Tns2', 'Lcorl', 'Usp36', 'Mfsd3', 'Gpt', 'Apex1', 'Casc3', 'Osgep', 'Pip4p1', 'Mcoln1', 'Zfp358', 'Olfr855', 'Olfr854', 'Rnf145', 'Anxa7', 'Eef2k', 'Parp1', 'Klf10', 'Cyp2a5', 'Mknk1', 'Cnn3', 'Nt5c2', 'Rps6ka4', 'Ube2a', 'Atox1', 'G3bp1', 'Ttc7', 'Nln', 'Sgtb', 'Repin1', 'Gm5111', 'Tatdn2', 'Gys2', 'Pdgfb', 'Ndrg1', 'Fbxo3', '4931422A03Rik', 'Cdk5r1', 'Tor1aip2', 'Tor1aip1', 'Atf7', 'Setd4', 'Cbr1', 'Banf1', 'Eif1ad', 'Rnft2', '2410131K14Rik', 'Slc25a39', 'Atp6v1h', 'Cyth1', 'Gga2', 'Myo9a', 'Senp8', 'Napa']
Ascl1	['Zfp69', 'Exosc9', 'Lmod3', 'Efcab5', 'Ube2l3', 'Rimbp3', 'Insm1', 'Arpp21', 'Stk33', 'Tecr', 'Hpca', 'Tmem54', 'Ntsr2', 'Timm50', 'Dll3', 'Ptar1', 'Pomt2', 'Gstz1', 'Fam83h', 'Iqank1', 'Ampd3', 'Repin1', 'Gm5111', 'Znrf3', 'Wscd2', 'Pdzrn4', 'Hipk2', 'Ero1l', 'Psmc6', 'Wdr62', 'Clip3', 'Psmg2', 'Cep76', 'Ppfibp2', 'Rrp7a', 'Lzts1', 'Wfdc11', 'Kctd14', 'Traf4', 'Tsnaxip1', 'Ranbp10', 'Hdac7', 'Tespa1', 'Dll1', 'Hes6', 'Krtap13-1', 'Tmc3', 'Hook2', 'Myt1', 'Rap1gap', 'Prdm10', 'Smug1', 'Plekhb1', 'Krt83', 'Tctex1d4', 'Plk3', 'Mthfd1l', 'Adcyap1r1', 'Tmem255b', 'Pnmal2', 'Nt5c2', 'Ina', 'Casp14', 'Ndc1', 'Tkt', 'Cacnb2', 'Kcnab2', 'Prkn', 'Pacrg', 'A930009A15Rik', 'Cdc25b', 'Ccdc126', 'Dok7', 'Gpr142', 'Btbd17', 'Cd276', 'Cdk2ap1', 'Coro2b', 'Trim2', 'Tmbim1', 'Nudt18', 'Tcf12', 'Thbs2', 'Fam110a', 'Rab17', 'Hilpda', 'Zfp853', 'Gnaq', 'Smim38', 'Kank2', 'Gm9508', 'Gm19402', 'Tspear', 'Invs', 'Erp44', 'Ube2g2', 'Wdr95', 'Olfr1331', 'Galr3', 'Crip2', 'Crip1', 'Tedc1', 'St3gal4', 'Qsox2', 'Rassf4', 'Pknox1', 'Lurap1l', 'Tmem229b', 'Sft2d2', 'Dleu7', 'Cbx5', 'Ralgps1', 'Sapcd1', 'Rhebl1', 'Ddr1', 'Rgs16', 'Lrrc42', 'Hspb11', 'Asb13', 'Amer3', 'Chrna4', 'Ehd2', 'Klf11', 'Zfand2a', 'Mrpl48', 'Fbxo48', 'Lzts3', 'Ubox5', 'Fastkd5', 'Klf10', 'Trim3', 'Olig1', 'Lactbl1', 'Nuak2', 'Skp2', 'Lmbrd2', 'Pld1', 'Myo18b', 'Arhgap24', 'Pou2f1', 'Rtkn', 'Lfng', 'Dntt', 'Kbtbd11', 'Yes1', 'Dnajb5', 'H2-M10.5', 'Tesk1', 'Cd72', 'Lck', 'Fam167b', 'Igdcc4', 'Tspan14', 'Cs', 'Snrk', 'Gramd1b', 'Sox8', 'Lmf1', 'Cep170', 'Cnga3', 'Tmem102', 'Fgf11', 'Chrnb1', 'Nupr1l', 'Zbed5', 'Cep250', 'Rorc', 'Ghrh', 'Ccdc181', 'Gm5148', 'Bcar1', 'Slc2a10', 'Trp53rka', 'Myo10', 'Wnt5a', 'Egfl7', 'Gpr61', 'Pdzk1ip1', 'B3gat1', 'Efhc1', 'Pigz', 'Syn2', 'Ccdc60', 'Prr18', 'Purb', 'Chst3', 'Schip1', 'Gas2l3', 'Stard3', 'Kctd13', 'Ttc39b', 'Arhgef2', 'Elmsan1', 'Htr3a', 'Tmem191c', 'Hgsnat', 'Dusp6', 'Gstm1', 'Nek6', 'Slurp2', 'Lynx1', 'Gadd45b', 'Tex35', 'Gabrg1', 'Gab1', 'Znrf2', 'Lrp11', 'Iba57', 'Gm973', 'Gck', 'Ykt6', 'Slc38a3', 'Mog', 'Ttc7', 'Mcfd2', 'Pusl1', 'Acap3', 'Spg11', 'Zmym2', 'Txndc11', 'Pde4b', 'Lrba', 'Eya2', 'Tmem161a', 'Ccdc134', 'Gpam', 'Bcl7a', 'Dyrk1a', 'Gpr15', 'Xrcc5', '4930447A16Rik', 'Akna', 'Med16', 'Slc35b1', 'Prr5', 'Poll', 'Dpcd', 'Tril', 'Cit', 'Col9a3', 'Cd180', 'Pwwp2b', 'Bloc1s4', 'Mus81', 'Cfl1', 'Tubg2', 'Plekhh3', 'Homer2', 'Chchd2', 'Phkg1', 'Slc25a42', 'Eef1akmt4-ece2', 'Eef1akmt4', 'Alg3', 'Arsi', 'Rbfox2', 'Cpd', 'Map7d1', 'Il2rb', 'Zmym4', 'Tbc1d8', 'Camk2n2', 'Grin3a', 'Tex44', 'Dact3', 'Iffo1', 'Itgam', 'Nell2', 'Map10', 'Sf3a3', 'Setd5', '7530416G11Rik', 'Cplx3', 'Arhgef10l', 'Trim80', 'Cobl', 'Ptgds', 'Paxx', 'Stx1b', 'Lipg', 'Mphosph9', '2810006K23Rik', 'Calr4', 'Urm1', 'Tvp23a', 'Adam12', 'Rap2b', 'Chd3', 'Gm2a', 'Zfp488', 'Gigyf2', 'Pmp2', 'Gas7', 'Emp3', 'Ccdc114', 'Gm11559', 'Rundc1', 'Ptges3l', 'Aarsd1', 'Rsad2']
Ascl2	['D430041D05Rik', 'Lmnb2', 'Cd69', 'Lrp11', 'Greb1', 'Cldn34d', 'Spo11', 'Timp2', 'Cep295nl', 'Ksr1']
Ash1l	['Cldn34d', 'Brox', 'Aida', 'E030030I06Rik']
